Date,Ticker,Open,High,Low,Close,Volume
2023-01-16,SBER,163.05,164.46,162.07,163.0,12482008
2023-01-16,GAZP,159.95,160.01,158.94,159.78,25957523
2023-01-16,LKOH,4648.25,4702.81,4623.65,4695.8,13608656
2023-01-16,YNDX,2357.08,2367.96,2340.76,2358.43,4876078
2023-01-16,ROSN,408.86,411.97,403.08,409.83,10880588
2023-01-17,SBER,160.08,162.8,158.03,159.35,4157044
2023-01-17,GAZP,159.1,160.0,157.53,158.09,13089448
2023-01-17,LKOH,4631.01,4752.51,4593.06,4632.39,7831901
2023-01-17,YNDX,2304.7,2331.07,2277.99,2286.04,9486405
2023-01-17,ROSN,418.7,425.65,418.66,421.73,5439760
2023-01-18,SBER,160.88,161.66,160.63,160.72,7328952
2023-01-18,GAZP,159.03,161.04,156.93,158.5,25816301
2023-01-18,LKOH,4495.19,4519.77,4485.08,4498.6,6508699
2023-01-18,YNDX,2269.68,2286.02,2254.25,2275.29,10622742
2023-01-18,ROSN,417.84,418.87,413.26,415.97,12174016
2023-01-19,SBER,157.93,159.32,157.16,158.37,8793727
2023-01-19,GAZP,159.94,160.7,158.23,158.92,8031675
2023-01-19,LKOH,4510.35,4540.14,4456.52,4485.71,17068400
2023-01-19,YNDX,2285.39,2291.06,2271.72,2277.62,8326289
2023-01-19,ROSN,418.1,420.84,409.88,416.86,5373506
2023-01-20,SBER,155.85,156.84,154.18,154.96,12166207
2023-01-20,GAZP,158.18,158.99,157.32,158.89,14469591
2023-01-20,LKOH,4459.13,4489.12,4444.4,4477.61,6703482
2023-01-20,YNDX,2234.66,2239.04,2222.89,2231.94,7021453
2023-01-20,ROSN,415.85,423.59,413.46,418.88,7986605
2023-01-23,SBER,157.02,158.1,155.67,155.87,8802020
2023-01-23,GAZP,155.39,155.76,154.99,155.4,5875986
2023-01-23,LKOH,4548.88,4552.84,4499.77,4514.28,12548001
2023-01-23,YNDX,2213.15,2213.37,2208.94,2210.67,6037466
2023-01-23,ROSN,420.21,425.09,415.95,419.17,26077703
2023-01-24,SBER,154.43,154.66,151.07,153.76,5931874
2023-01-24,GAZP,152.09,155.14,151.45,152.54,6079503
2023-01-24,LKOH,4534.0,4602.06,4491.85,4526.27,6659454
2023-01-24,YNDX,2167.44,2190.33,2130.44,2162.12,16025953
2023-01-24,ROSN,411.76,419.82,411.39,415.32,16500614
2023-01-25,SBER,148.95,149.4,148.89,149.39,7095471
2023-01-25,GAZP,153.82,154.82,153.67,154.65,11492663
2023-01-25,LKOH,4550.66,4632.56,4504.15,4576.39,10492350
2023-01-25,YNDX,2139.21,2141.19,2102.72,2122.74,9191220
2023-01-25,ROSN,436.32,437.19,429.16,432.52,12270247
2023-01-26,SBER,152.38,153.96,151.09,153.12,3688130
2023-01-26,GAZP,149.1,150.96,148.25,150.64,18834079
2023-01-26,LKOH,4620.63,4671.64,4520.85,4583.31,8642704
2023-01-26,YNDX,2143.83,2179.65,2142.3,2144.18,4628601
2023-01-26,ROSN,439.2,442.51,436.6,438.4,5232466
2023-01-27,SBER,153.72,154.94,152.38,152.99,6816598
2023-01-27,GAZP,147.95,149.25,147.29,148.03,4881978
2023-01-27,LKOH,4721.05,4747.48,4712.14,4720.22,8400787
2023-01-27,YNDX,2139.96,2152.93,2124.35,2133.41,6663069
2023-01-27,ROSN,431.06,441.36,426.34,436.08,20226088
2023-01-30,SBER,152.79,153.17,148.6,152.35,15553363
2023-01-30,GAZP,146.92,149.53,146.68,147.63,6087966
2023-01-30,LKOH,4606.47,4661.39,4544.29,4621.41,13808844
2023-01-30,YNDX,2149.84,2151.17,2119.35,2134.05,19030662
2023-01-30,ROSN,438.58,441.54,435.51,440.87,4450825
2023-01-31,SBER,156.41,158.16,154.24,154.94,6418395
2023-01-31,GAZP,145.63,147.07,145.57,146.06,5865069
2023-01-31,LKOH,4640.84,4650.88,4607.15,4642.01,6659895
2023-01-31,YNDX,2180.87,2197.92,2173.69,2175.42,12938184
2023-01-31,ROSN,427.4,429.66,424.29,426.24,6066973
2023-02-01,SBER,148.73,150.01,148.42,149.95,5653818
2023-02-01,GAZP,146.9,148.2,145.47,148.13,6414566
2023-02-01,LKOH,4627.17,4661.46,4589.92,4647.17,6659494
2023-02-01,YNDX,2209.41,2231.37,2183.93,2221.96,2582265
2023-02-01,ROSN,420.74,421.43,418.29,419.53,6569888
2023-02-02,SBER,150.11,151.63,149.81,150.23,10520132
2023-02-02,GAZP,146.44,147.31,145.98,146.8,7199396
2023-02-02,LKOH,4717.68,4750.56,4657.05,4669.23,16201379
2023-02-02,YNDX,2177.98,2218.15,2145.38,2200.4,7453865
2023-02-02,ROSN,423.29,424.39,419.03,419.77,13452866
2023-02-03,SBER,144.47,145.36,142.59,144.3,15742537
2023-02-03,GAZP,147.6,148.66,144.92,147.91,9732030
2023-02-03,LKOH,4677.71,4720.36,4646.64,4688.48,5791825
2023-02-03,YNDX,2200.17,2213.89,2194.3,2205.44,14928310
2023-02-03,ROSN,415.01,418.83,413.54,415.57,10731031
2023-02-06,SBER,145.63,147.33,144.06,146.31,10926673
2023-02-06,GAZP,153.44,155.57,151.25,154.03,18774725
2023-02-06,LKOH,4735.06,4746.98,4692.42,4736.38,30185613
2023-02-06,YNDX,2214.88,2227.74,2205.15,2213.67,9938652
2023-02-06,ROSN,410.05,416.22,404.68,409.08,19709145
2023-02-07,SBER,144.29,145.15,144.23,145.01,15357212
2023-02-07,GAZP,149.44,149.63,147.8,148.31,5357177
2023-02-07,LKOH,4639.72,4642.44,4573.02,4620.7,4650385
2023-02-07,YNDX,2214.52,2219.12,2169.78,2196.19,7858674
2023-02-07,ROSN,401.44,407.11,400.7,406.93,12586094
2023-02-08,SBER,150.72,151.05,148.55,149.88,32174343
2023-02-08,GAZP,148.53,148.56,148.28,148.52,8267310
2023-02-08,LKOH,4570.26,4583.99,4550.39,4582.79,6221845
2023-02-08,YNDX,2200.32,2229.64,2153.66,2203.13,15336611
2023-02-08,ROSN,412.83,418.3,411.6,417.15,4396169
2023-02-09,SBER,147.01,149.9,145.91,147.83,16781330
2023-02-09,GAZP,150.04,151.53,149.45,150.89,4823141
2023-02-09,LKOH,4628.07,4647.53,4601.75,4633.64,11096404
2023-02-09,YNDX,2197.01,2216.01,2173.59,2184.35,11953690
2023-02-09,ROSN,415.33,419.48,411.59,414.65,8101412
2023-02-10,SBER,147.25,148.08,144.83,146.48,4080317
2023-02-10,GAZP,151.94,155.06,149.41,152.92,20753556
2023-02-10,LKOH,4647.91,4670.43,4633.07,4650.16,8720460
2023-02-10,YNDX,2246.97,2249.68,2239.16,2245.69,8636666
2023-02-10,ROSN,413.72,421.79,411.26,417.29,9678647
2023-02-13,SBER,146.05,146.46,145.41,146.04,6021504
2023-02-13,GAZP,152.84,154.1,150.76,153.59,14865859
2023-02-13,LKOH,4690.98,4727.86,4622.56,4684.98,14756364
2023-02-13,YNDX,2129.75,2154.18,2129.3,2143.46,11511182
2023-02-13,ROSN,411.7,414.19,409.3,411.32,4398039
2023-02-14,SBER,142.69,144.78,141.48,143.66,5527800
2023-02-14,GAZP,162.9,163.14,161.38,162.5,12611945
2023-02-14,LKOH,4649.24,4744.46,4642.83,4646.4,15786041
2023-02-14,YNDX,2106.48,2136.7,2095.92,2106.85,21992769
2023-02-14,ROSN,416.05,419.34,412.81,417.22,12126515
2023-02-15,SBER,139.13,139.92,139.05,139.64,12119618
2023-02-15,GAZP,162.06,163.65,161.27,163.15,11756245
2023-02-15,LKOH,4743.28,4760.7,4720.93,4723.58,3872920
2023-02-15,YNDX,2132.74,2137.38,2108.77,2130.53,5175630
2023-02-15,ROSN,426.01,428.41,425.91,426.09,9019307
2023-02-16,SBER,141.67,142.15,141.15,142.04,7150922
2023-02-16,GAZP,162.24,162.86,160.43,162.06,5681332
2023-02-16,LKOH,4701.87,4766.78,4694.47,4712.23,14885859
2023-02-16,YNDX,2055.21,2069.84,2051.12,2052.47,15138325
2023-02-16,ROSN,424.74,432.55,420.54,421.77,7111677
2023-02-17,SBER,146.95,147.56,145.31,145.8,7718323
2023-02-17,GAZP,156.56,158.55,155.6,157.28,8733332
2023-02-17,LKOH,4767.34,4805.42,4693.42,4730.67,7984442
2023-02-17,YNDX,2057.88,2076.36,2044.68,2050.96,9657313
2023-02-17,ROSN,426.62,435.0,423.83,426.01,6814079
2023-02-20,SBER,143.81,144.94,142.44,144.21,18078828
2023-02-20,GAZP,154.67,155.91,153.99,155.32,12194138
2023-02-20,LKOH,4710.99,4805.73,4643.3,4746.96,6541032
2023-02-20,YNDX,2035.01,2040.46,2021.4,2032.11,24278512
2023-02-20,ROSN,422.89,429.27,420.42,424.59,8740137
2023-02-21,SBER,148.53,149.18,148.51,148.91,16097855
2023-02-21,GAZP,163.53,164.61,162.17,163.97,12496332
2023-02-21,LKOH,4894.6,4908.67,4857.29,4880.35,15469049
2023-02-21,YNDX,2080.07,2097.82,2055.4,2074.81,17735511
2023-02-21,ROSN,429.82,430.69,425.68,430.18,5906311
2023-02-22,SBER,149.65,149.98,148.12,149.94,9777061
2023-02-22,GAZP,163.04,165.13,162.2,164.15,26209365
2023-02-22,LKOH,4865.1,4874.8,4798.44,4859.77,8472635
2023-02-22,YNDX,2096.67,2099.8,2082.85,2090.32,9791693
2023-02-22,ROSN,437.25,439.97,434.8,439.5,16151497
2023-02-23,SBER,145.47,146.31,143.64,145.87,8598728
2023-02-23,GAZP,163.69,165.58,159.31,162.16,11072855
2023-02-23,LKOH,4800.48,4852.46,4791.12,4825.12,6702295
2023-02-23,YNDX,2033.29,2043.87,2022.85,2024.46,22371949
2023-02-23,ROSN,426.9,432.56,426.74,430.18,10035804
2023-02-24,SBER,145.54,146.99,143.6,145.28,8528503
2023-02-24,GAZP,166.45,167.06,165.4,166.16,11115535
2023-02-24,LKOH,4905.96,4913.67,4845.93,4873.57,8496222
2023-02-24,YNDX,2091.26,2128.59,2090.59,2098.36,4345330
2023-02-24,ROSN,429.9,434.27,427.65,431.37,7109256
2023-02-27,SBER,140.06,143.1,138.29,140.38,12996716
2023-02-27,GAZP,169.41,170.72,168.98,169.05,8870118
2023-02-27,LKOH,4826.85,4860.73,4782.37,4790.84,9006372
2023-02-27,YNDX,2088.8,2114.51,2077.4,2110.34,5385334
2023-02-27,ROSN,432.89,435.11,427.07,429.03,11831681
2023-02-28,SBER,144.62,144.69,143.21,143.96,12598794
2023-02-28,GAZP,171.29,172.16,169.1,170.53,6799654
2023-02-28,LKOH,4892.26,4973.48,4860.48,4887.43,21167592
2023-02-28,YNDX,2114.93,2130.05,2109.51,2121.84,10985458
2023-02-28,ROSN,432.36,433.69,424.95,433.6,21078657
2023-03-01,SBER,145.16,145.3,144.42,145.13,5328624
2023-03-01,GAZP,168.17,170.12,167.3,169.58,6978934
2023-03-01,LKOH,4974.1,5063.41,4965.17,5004.78,14999825
2023-03-01,YNDX,2207.15,2231.32,2206.47,2212.23,8151286
2023-03-01,ROSN,442.79,448.37,436.14,441.35,17717185
2023-03-02,SBER,143.82,144.39,143.24,143.54,6748612
2023-03-02,GAZP,167.07,168.66,166.34,167.09,7383016
2023-03-02,LKOH,4992.58,5111.26,4923.09,5064.71,7413250
2023-03-02,YNDX,2137.48,2171.39,2129.49,2151.41,10567057
2023-03-02,ROSN,442.08,442.35,436.5,441.02,14623398
2023-03-03,SBER,141.2,142.79,139.5,142.31,13593616
2023-03-03,GAZP,165.54,166.25,162.79,165.83,10755929
2023-03-03,LKOH,5125.68,5135.47,5088.84,5099.41,8055173
2023-03-03,YNDX,2148.23,2161.14,2147.34,2148.63,12817475
2023-03-03,ROSN,440.57,447.61,437.17,440.4,10566976
2023-03-06,SBER,142.81,147.33,142.65,144.91,15465022
2023-03-06,GAZP,162.55,163.92,161.24,162.05,23138667
2023-03-06,LKOH,5092.39,5127.84,5066.69,5086.86,9580204
2023-03-06,YNDX,2195.38,2196.39,2165.82,2169.31,15026520
2023-03-06,ROSN,452.9,455.21,446.11,450.23,20109758
2023-03-07,SBER,142.18,143.04,141.89,141.96,10473734
2023-03-07,GAZP,163.56,165.67,162.62,163.21,7864910
2023-03-07,LKOH,5193.16,5244.16,5137.78,5162.46,12617387
2023-03-07,YNDX,2169.08,2171.68,2152.09,2154.26,8149475
2023-03-07,ROSN,447.99,455.65,442.28,450.46,5818303
2023-03-08,SBER,137.97,140.18,136.51,139.47,20196251
2023-03-08,GAZP,166.28,169.86,164.97,166.85,7553973
2023-03-08,LKOH,5027.92,5083.81,4905.54,4970.98,14816992
2023-03-08,YNDX,2302.56,2312.95,2275.85,2286.73,13615341
2023-03-08,ROSN,458.03,458.41,457.16,457.39,6095233
2023-03-09,SBER,137.63,138.92,136.54,138.81,5117647
2023-03-09,GAZP,168.69,169.93,165.42,167.53,5417721
2023-03-09,LKOH,5018.34,5052.18,4996.26,5043.12,5475684
2023-03-09,YNDX,2278.6,2304.93,2272.77,2293.9,4006798
2023-03-09,ROSN,461.47,463.55,460.64,461.51,17576445
2023-03-10,SBER,138.87,139.3,138.26,139.16,9105871
2023-03-10,GAZP,167.11,168.59,165.23,167.7,21312160
2023-03-10,LKOH,4933.89,4979.5,4898.57,4951.04,7667683
2023-03-10,YNDX,2358.63,2371.88,2342.87,2366.6,25973168
2023-03-10,ROSN,451.34,453.63,449.15,450.64,8099850
2023-03-13,SBER,138.91,139.07,137.81,138.88,26836179
2023-03-13,GAZP,164.53,165.78,161.13,165.66,5945604
2023-03-13,LKOH,5117.32,5139.98,5051.65,5074.75,20059197
2023-03-13,YNDX,2342.96,2356.27,2323.94,2345.35,6422777
2023-03-13,ROSN,439.77,442.48,438.88,439.7,4081814
2023-03-14,SBER,140.33,142.57,139.33,139.75,16417107
2023-03-14,GAZP,162.62,163.16,160.36,161.27,8641748
2023-03-14,LKOH,5121.23,5143.3,5081.57,5119.28,9671368
2023-03-14,YNDX,2262.37,2280.0,2249.06,2263.63,16486403
2023-03-14,ROSN,450.75,454.69,448.25,449.38,16297933
2023-03-15,SBER,141.77,142.22,139.93,140.15,7613562
2023-03-15,GAZP,161.64,162.68,160.4,161.76,5998411
2023-03-15,LKOH,4973.02,5039.5,4929.13,5019.1,3028429
2023-03-15,YNDX,2315.26,2315.37,2271.41,2286.75,9257223
2023-03-15,ROSN,450.64,451.69,447.62,448.58,10436803
2023-03-16,SBER,139.19,139.39,137.67,138.51,11620193
2023-03-16,GAZP,158.6,158.61,157.2,158.58,11266554
2023-03-16,LKOH,5039.75,5095.8,4996.83,5019.22,8932227
2023-03-16,YNDX,2201.11,2218.3,2190.38,2212.9,8093034
2023-03-16,ROSN,450.37,450.62,447.43,449.18,9177241
2023-03-17,SBER,133.0,133.78,131.71,133.63,11994567
2023-03-17,GAZP,164.94,165.22,161.98,163.94,9571818
2023-03-17,LKOH,4980.53,5007.94,4965.06,4995.85,9676473
2023-03-17,YNDX,2222.92,2230.69,2201.72,2222.89,14285806
2023-03-17,ROSN,430.36,439.19,425.66,435.93,7941536
2023-03-20,SBER,129.68,131.42,128.89,130.86,6660764
2023-03-20,GAZP,154.19,155.1,152.36,154.61,9739301
2023-03-20,LKOH,5011.17,5015.97,4957.8,4996.7,16163816
2023-03-20,YNDX,2214.89,2231.73,2207.03,2215.19,5709252
2023-03-20,ROSN,438.23,443.04,428.9,434.51,18542670
2023-03-21,SBER,129.97,131.49,129.34,130.41,22142399
2023-03-21,GAZP,156.55,159.64,155.79,156.93,12878215
2023-03-21,LKOH,5053.81,5116.94,5019.85,5021.13,6096900
2023-03-21,YNDX,2234.17,2277.88,2231.73,2241.77,7402580
2023-03-21,ROSN,433.26,439.59,429.1,436.2,6398363
2023-03-22,SBER,128.34,129.55,127.26,127.99,14621795
2023-03-22,GAZP,153.24,156.19,152.84,154.33,7838699
2023-03-22,LKOH,5137.42,5156.16,5034.44,5123.17,6441299
2023-03-22,YNDX,2295.55,2300.48,2266.83,2294.89,11454782
2023-03-22,ROSN,443.35,444.64,438.02,440.98,5270287
2023-03-23,SBER,124.77,125.87,123.28,123.5,7737532
2023-03-23,GAZP,156.02,157.1,154.66,155.39,8173756
2023-03-23,LKOH,5140.53,5213.12,5120.34,5146.93,12831823
2023-03-23,YNDX,2347.76,2351.16,2309.85,2334.07,10851826
2023-03-23,ROSN,434.17,437.37,429.87,435.32,8981125
2023-03-24,SBER,125.28,125.52,121.64,124.22,11789912
2023-03-24,GAZP,149.95,150.41,147.84,149.39,12442028
2023-03-24,LKOH,5106.85,5146.89,5072.1,5138.3,6647412
2023-03-24,YNDX,2389.37,2396.91,2346.91,2369.58,11098287
2023-03-24,ROSN,444.47,446.3,444.41,445.83,6001685
2023-03-27,SBER,125.63,126.13,124.74,125.71,7140339
2023-03-27,GAZP,151.5,153.88,151.01,151.78,9942632
2023-03-27,LKOH,5175.27,5285.66,5112.1,5212.23,16706226
2023-03-27,YNDX,2367.98,2378.67,2334.62,2338.07,19212179
2023-03-27,ROSN,468.59,473.12,460.01,463.81,11950258
2023-03-28,SBER,127.16,128.34,127.15,127.51,8161248
2023-03-28,GAZP,150.81,151.96,150.18,150.28,18601728
2023-03-28,LKOH,5120.09,5154.44,5043.64,5125.05,8526245
2023-03-28,YNDX,2349.77,2361.63,2313.01,2332.12,22455503
2023-03-28,ROSN,476.61,477.48,471.58,475.23,7377140
2023-03-29,SBER,131.27,132.89,129.54,130.05,5076797
2023-03-29,GAZP,149.43,151.15,149.25,150.76,7039035
2023-03-29,LKOH,5017.36,5038.74,4957.67,5004.51,2113527
2023-03-29,YNDX,2352.34,2383.61,2323.16,2331.68,6575715
2023-03-29,ROSN,477.39,480.94,474.46,479.78,16411069
2023-03-30,SBER,129.72,130.77,128.86,129.85,7934735
2023-03-30,GAZP,152.69,153.67,150.18,151.99,7759575
2023-03-30,LKOH,4986.21,5101.97,4950.94,5004.91,12844444
2023-03-30,YNDX,2317.22,2326.79,2287.49,2316.45,6820706
2023-03-30,ROSN,484.44,488.64,479.18,487.5,11220073
2023-03-31,SBER,128.76,131.02,128.0,129.81,5926081
2023-03-31,GAZP,153.55,154.8,152.6,152.68,11011032
2023-03-31,LKOH,5063.41,5078.28,5025.45,5058.95,9277214
2023-03-31,YNDX,2222.57,2263.4,2206.5,2255.52,2726512
2023-03-31,ROSN,479.23,487.12,477.67,477.75,6174870
2023-04-03,SBER,130.31,130.98,128.59,129.42,6980479
2023-04-03,GAZP,149.58,151.53,149.11,149.49,7832742
2023-04-03,LKOH,4999.45,5074.43,4996.33,5038.83,8119344
2023-04-03,YNDX,2440.34,2455.02,2428.39,2436.7,15779510
2023-04-03,ROSN,475.48,482.45,472.94,478.93,22672173
2023-04-04,SBER,131.68,133.33,131.61,131.97,13610972
2023-04-04,GAZP,150.46,151.88,149.22,151.1,7516508
2023-04-04,LKOH,4986.41,5027.32,4904.13,5010.34,5210745
2023-04-04,YNDX,2456.62,2458.18,2430.57,2439.39,5224152
2023-04-04,ROSN,482.68,486.94,478.09,483.13,32436076
2023-04-05,SBER,133.6,133.81,133.01,133.39,10524768
2023-04-05,GAZP,150.26,151.84,148.92,150.13,15712062
2023-04-05,LKOH,5108.31,5198.1,5083.48,5111.33,16996147
2023-04-05,YNDX,2427.03,2449.07,2410.71,2439.22,11679745
2023-04-05,ROSN,480.04,482.43,476.49,480.92,19929026
2023-04-06,SBER,133.46,135.09,131.6,132.66,7161212
2023-04-06,GAZP,151.46,152.57,151.07,151.48,4928178
2023-04-06,LKOH,5192.34,5212.81,5180.58,5204.43,7807126
2023-04-06,YNDX,2470.34,2493.48,2443.74,2476.22,9465742
2023-04-06,ROSN,497.17,502.37,495.12,499.67,9720920
2023-04-07,SBER,133.86,134.54,132.35,133.54,10906934
2023-04-07,GAZP,151.2,153.5,150.53,150.69,5458777
2023-04-07,LKOH,5289.75,5384.94,5253.89,5292.94,6799338
2023-04-07,YNDX,2475.96,2479.73,2457.82,2471.85,7147382
2023-04-07,ROSN,504.24,507.88,501.76,504.9,5566520
2023-04-10,SBER,135.83,137.07,135.43,136.19,22277590
2023-04-10,GAZP,149.7,149.99,149.34,149.96,13256134
2023-04-10,LKOH,5139.51,5210.87,5100.44,5166.73,20900981
2023-04-10,YNDX,2464.55,2468.01,2441.64,2466.63,5589069
2023-04-10,ROSN,509.88,511.93,506.64,507.41,14658384
2023-04-11,SBER,130.04,130.72,127.71,129.6,11474081
2023-04-11,GAZP,154.4,155.68,152.41,154.51,17149116
2023-04-11,LKOH,5315.55,5318.75,5228.02,5295.9,7857419
2023-04-11,YNDX,2442.09,2445.52,2413.48,2415.86,11707528
2023-04-11,ROSN,512.26,514.81,507.16,507.95,6130364
2023-04-12,SBER,126.17,126.6,125.74,126.56,6285710
2023-04-12,GAZP,149.68,151.55,148.77,149.75,9260048
2023-04-12,LKOH,5174.22,5213.42,5161.01,5182.23,17369480
2023-04-12,YNDX,2305.14,2308.09,2291.44,2303.81,9885685
2023-04-12,ROSN,499.61,503.6,495.31,500.41,8981305
2023-04-13,SBER,130.89,131.67,129.3,130.93,3607155
2023-04-13,GAZP,144.74,145.33,142.72,144.55,13901664
2023-04-13,LKOH,5150.53,5216.96,5109.83,5146.75,7769642
2023-04-13,YNDX,2229.39,2266.6,2225.62,2253.63,5424358
2023-04-13,ROSN,499.39,500.29,496.6,499.2,9667954
2023-04-14,SBER,131.29,133.5,131.19,132.01,8970256
2023-04-14,GAZP,146.99,148.11,146.48,146.82,6542182
2023-04-14,LKOH,5147.11,5181.21,5145.75,5176.72,8007919
2023-04-14,YNDX,2226.37,2257.38,2224.71,2247.51,9625517
2023-04-14,ROSN,492.13,495.54,485.25,489.04,11002105
2023-04-17,SBER,131.67,132.93,129.55,130.51,14654985
2023-04-17,GAZP,145.68,145.97,144.33,144.67,10121383
2023-04-17,LKOH,5189.31,5222.26,5096.07,5168.36,17058686
2023-04-17,YNDX,2166.35,2185.88,2136.41,2155.22,7236099
2023-04-17,ROSN,477.81,479.5,474.83,478.32,17109670
2023-04-18,SBER,133.45,134.05,131.65,133.83,5939081
2023-04-18,GAZP,148.95,150.42,147.06,147.76,8769559
2023-04-18,LKOH,5171.13,5209.76,5151.53,5192.15,8822129
2023-04-18,YNDX,2185.8,2193.43,2183.82,2185.73,8502055
2023-04-18,ROSN,474.26,480.95,472.13,474.88,7665649
2023-04-19,SBER,135.32,136.82,134.92,135.55,8421924
2023-04-19,GAZP,148.06,150.58,146.64,149.23,9544461
2023-04-19,LKOH,5388.61,5416.12,5307.81,5329.16,3610912
2023-04-19,YNDX,2148.67,2167.88,2145.78,2157.17,7017760
2023-04-19,ROSN,457.88,461.81,455.3,456.18,25066461
2023-04-20,SBER,131.66,133.65,130.5,133.35,23657097
2023-04-20,GAZP,145.57,146.11,145.09,145.21,33336774
2023-04-20,LKOH,5217.76,5237.28,5165.88,5211.15,9332295
2023-04-20,YNDX,2170.6,2179.54,2164.64,2174.86,12125072
2023-04-20,ROSN,453.75,453.86,448.82,452.9,8660674
2023-04-21,SBER,129.95,130.89,128.46,129.13,6597288
2023-04-21,GAZP,148.02,153.37,146.77,149.62,9935447
2023-04-21,LKOH,5216.38,5238.13,5182.06,5208.94,11731665
2023-04-21,YNDX,2178.67,2183.46,2175.27,2180.82,15664147
2023-04-21,ROSN,451.63,460.77,450.92,458.37,8803374
2023-04-24,SBER,128.99,129.96,127.47,128.27,10891858
2023-04-24,GAZP,145.43,147.17,144.42,146.44,14311336
2023-04-24,LKOH,5270.15,5291.91,5224.17,5251.11,11028145
2023-04-24,YNDX,2233.94,2255.19,2212.94,2225.55,10593213
2023-04-24,ROSN,468.21,471.58,467.6,468.27,6122913
2023-04-25,SBER,126.66,127.55,126.35,126.75,3447613
2023-04-25,GAZP,147.14,148.1,146.37,147.14,14200462
2023-04-25,LKOH,5107.04,5158.13,5068.64,5126.59,13453332
2023-04-25,YNDX,2212.95,2251.4,2201.7,2215.88,4782006
2023-04-25,ROSN,469.58,474.69,464.02,468.92,1963509
2023-04-26,SBER,128.35,129.62,126.99,127.21,6949511
2023-04-26,GAZP,149.04,150.34,148.44,149.77,15098484
2023-04-26,LKOH,5351.33,5373.12,5339.76,5340.86,3669118
2023-04-26,YNDX,2174.04,2187.64,2171.39,2178.5,5890138
2023-04-26,ROSN,479.53,479.56,478.27,479.53,9603088
2023-04-27,SBER,128.58,129.82,128.27,129.14,4533770
2023-04-27,GAZP,146.74,148.11,146.43,147.09,9789245
2023-04-27,LKOH,5407.45,5428.07,5402.98,5411.16,10146924
2023-04-27,YNDX,2121.66,2150.16,2097.51,2147.85,14120069
2023-04-27,ROSN,491.91,492.26,488.11,488.88,6525147
2023-04-28,SBER,128.84,130.08,128.3,128.44,7095031
2023-04-28,GAZP,147.55,149.25,144.4,147.11,6747830
